id,text,explanation,tag
121,Pfeizer denied that the group representing the Colombian government in the negotiation with Pfeizer did not know how to speak English.,Pfizer denied the information,TRUE
122,The rescuer from Rio de Janeiro rumored to have died because of the COVID-19 vaccine actually died of a myocardial infarction.,"The man died of a myocardial infarction and had had no adverse reaction to the immunization he took, according to local health officials.",TRUE
123,"560 euros will be given to people who test positive for COVID-19 in the United Kingdom, not in Spain.","It is a hoax that the Spanish Government has raised this measure, the content refers to the United Kingdom",TRUE
124,"The rumor that 53 people have died in Gibraltar after receiving the COVID-19 vaccine is ""fake news"" according to Gibraltar's Chief Minister and the Gibraltar Health Authority.","Gibraltar's chief minister, Fabion Picardo, assures Maldita.es that it is ""fake news"" and the Gibraltar Health Authority assures that there is no evidence",TRUE
125,"Norway has not stopped Pfeizer vaccination because according to the Norwegian Institute of Public Health, there were only 104 cases of predictable side effects among more than 70,000 vaccinated people as of January 21st, and no official sources confirm the rumor that there have been 400 deaths.","At this stage, neither Norway, nor Pfizer has made such a decision. Norway continues the vaccination in accordance with the existing protocol. According to the data from the website of the Norwegian Institute of Public Health, there were only 104 cases of predictable side effects among more than 70,000 vaccinated people as of January 21. Official sources have no mention of 400 deaths after the vaccination.",TRUE
126,"The Bildenberg group is not planning depopulation by vaccines, the rumors stating that were started by people who do not understand the actions of the Bildenberg group, the UN or the WHO.","This video is not based on facts. The autors don't understand real actions of Bilderberg group, UN and WHO",TRUE
127,"Pfeizer stopped delivering vaccines to Mexico not due to the omission of the Federal Government or because of ""dark circumstances"", but due to an adjustment in the production fo the COVID-19 vaccine that affected multiple countries.","It is true that the pharmaceutical company Pfizer stopped delivering vaccines against COVID-19 to Mexico, but it was not due to ""dark circumstances"", as they assured in social networks. In reality, the company made an adjustment in its production, and the distribution of its vaccines not only stopped for Mexico, but also for other countries.",TRUE
128,"Most positive PCR results are not aflse and the pandemic is not ""fake"", the WHO only published an information notice stating that some positive results may be false and recommending a set of practices to reduce the number of false positive results.","The WHO published an information notice regarding PCR tests, but it does not say the test is inadequate. It states that some false positives can occur, which has never been denied, and recommends a set of practices to reduce the number of such occurances",TRUE
129,"The rumor that a Peruvian court found Gates, Soros and Rockefeller guilty of producing SARS-CoV-2 is false, the truth is that an Appeals Court in Peru used the rumor as an excuse for the delay of a ruling on case during the pandemic.",There is no court ruling that the virus that causes COVID-19 in Peru was produced by human hands. An appeals court used these statements when explaining the delay of a case with a pandemic.,TRUE
130,The man rumored to have died because of the Coronavac vaccine actually had a heart attack that was unrelated to the vaccine.,The man had a heart attack that was not related to the vaccine,TRUE
131,"The claim that the COVID-19 vaccine ""nullifies"" 2.79% of the population is false and a misinterpretation of a U.S. CDC report.",The claim misinterprets a U.S. CDC report,TRUE
132,"The first woman to be vaccinated in Presidente Figueiredo received the vaccine and then she and the medical specialists reenacted the scene for photographers, resulting in a video with both scenes that later got edited to only show the reenactment.","First the woman received the injection, than they reenacted the scene for photographers. The original video, which shows both scenes, was deliberately edited to remove the actual injection",TRUE
133,"There is currently no nasal spray for human use that neutralizes COVID-19 in a minute, the avalible data on the product comes from pre-clinical trials on animals and there is not enough information about its effects on humans.",There are no enough scientific data on the effect of the solution against coronavirus in humans. The data available on the product are at the level of animal trials.,TRUE
134,"The article that claims ""nanovaccine producesd at home can cure the virus"" makes false statements about the vaccine.",The article shows false statements aboout the vaccine,TRUE
